Categoria       Venitul        Ianuarie       Februarie      Martie         Aprilie        Mai            Iunie          Iulie          August         Septembrie     Octombrie      Noiembrie      Decembrie      
somebody        2512733.11     133247.23      130595.19      248014.58      148326.70      264610.95      95299.94       185372.67      269101.53      237325.91      451957.97      219421.08      129459.36      
gun             2512607.82     331560.13      89927.29       116104.89      235083.01      294862.08      244778.91      359268.97      77292.74       362726.42      114905.44      86761.17       199336.77      
know            2512562.80     369383.23      124121.24      151920.21      245775.42      300854.67      134175.58      231538.53      335785.19      239512.61      116381.94      129869.90      133244.28      
project         2512532.40     155637.96      161100.91      106235.65      136982.34      453105.63      192963.33      177168.90      247191.88      104334.19      285740.44      364647.55      127423.62      
find            2512448.99     316801.08      218746.04      258693.36      230721.76      65815.35       197748.85      231939.39      256369.52      234690.01      56160.56       177353.53      267409.54      
follow          2511806.40     352936.79      25237.08       154563.14      111223.57      138251.32      102184.40      234308.78      207184.77      166871.64      374971.62      466577.95      177495.34      
open            2511190.83     20246.36       267766.85      247090.00      235478.92      144027.59      272791.30      250652.67      253164.74      106829.47      221068.69      160759.89      331314.35      
particular      2511060.98     525721.50      172078.29      80273.11       82644.88       145741.07      136391.61      269798.54      138329.01      291011.91      388976.53      160196.40      119898.13      
responsibility  2509231.84     161642.54      162666.57      192262.67      302465.31      35705.85       518134.09      204810.36      396435.70      387774.26      56356.71       34323.90       56653.88       
no              2509109.67     183272.09      285925.64      243661.66      199332.91      189934.15      211289.03      173111.29      123404.40      320233.78      127839.50      244659.16      206446.06      
and             2508100.17     79511.40       404912.04      97221.23       194361.95      200452.02      341684.13      162916.81      305742.91      86203.61       321889.88      181677.95      131526.24      
field           2505830.67     164282.14      15894.13       301027.11      222105.05      324979.94      127440.86      155618.84      90488.54       334978.39      274858.08      263246.57      230911.02      
respond         2505391.79     243624.23      48844.43       340210.31      35047.60       248261.61      116368.22      199177.63      354503.54      274103.35      164489.70      116520.93      364240.24      
for             2505174.68     293446.49      274444.24      82805.55       268747.25      58998.99       157495.52      135773.82      348393.53      268091.78      359415.66      168402.09      89159.76       
